,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
1914,HH11360022,HS3601000008,3,2,2,4,4,4,5,102.3,3,1,2,3,1,3,4,2,3,5,1,16560.24
1915,HH11360024,HS3601000010,3,2,2,4,4,4,4,105.6,3,1,1,10,1,1,4,2,2,3,4,6688.46
1916,HH11360025,HS3601000011,3,2,2,4,4,4,5,125.4,3,1,2,6,1,3,4,4,2,5,5,14684.15
1917,HH11360027,HS3601000014,3,2,3,14,4,2,4,52.8,1,1,1,4,1,3,4,2,2,1,4,8527.17
1918,HH11360029,HS3601000016,3,2,3,2,4,1,4,234.3,2,1,1,3,1,1,4,5,2,2,3,9428.88
1919,HH11360031,HS3601000018,3,2,3,3,2,2,4,52.8,1,1,1,4,1,3,4,3,2,5,3,11544.95
1920,HH11360034,HS3601000021,3,2,3,4,4,1,4,56.1,1,1,1,3,1,3,4,3,2,1,3,12263.47
1921,HH11360037,HS3601000024,3,2,3,10,4,1,4,85.8,3,1,2,4,1,3,4,4,2,3,3,11391.289275
1922,HH17360002,HS3601000031,3,2,3,4,2,1,6,102.3,3,1,2,10,1,3,4,5,2,1,5,15603.869827
1923,HH18360048,HS3601000032,3,2,3,3,2,1,3,82.5,3,1,1,10,1,3,4,2,3,5,3,13439.768484
1924,HH18360052,HS3601000033,3,2,2,1,4,4,5,102.3,3,1,2,3,1,3,4,5,2,3,5,16924.31
1925,HH18360055,HS3601000034,3,2,3,10,2,2,5,112.2,3,1,2,6,1,3,4,4,2,1,2,10690.290921
1926,HH18360057,HS3601000035,3,2,3,9,5,2,4,52.8,1,1,1,4,1,3,4,2,2,1,3,10188.287518
1927,HH18360058,HS3601000036,3,2,3,14,2,2,4,52.8,1,1,1,4,1,1,4,3,2,2,3,9194.9875176
1928,HH18360059,HS3601000037,3,2,2,1,3,4,5,102.3,3,1,2,3,1,3,4,2,3,5,1,13552.769827
1929,HH18360001,HS3601000038,3,2,3,10,4,1,4,85.8,3,1,1,20,1,1,5,1,3,5,2,12082.729275
1930,HH17360003,HS3602000011,3,2,1,1,6,1,1,66.0,2,1,1,8,2,3,3,2,2,3,4,13020.76
1931,HH18360041,HS3602000015,3,2,1,1,6,1,1,72.6,2,1,1,5,2,1,3,1,3,5,1,8533.9414026
1932,HH18360074,HS3602000016,3,2,1,1,6,2,6,82.5,2,1,1,7,2,1,3,4,2,3,2,11264.936278
1933,HH18360045,HS3602000017,3,2,1,1,5,1,5,82.5,3,1,1,14,2,3,3,3,2,3,2,10613.904074
1934,HH18360006,HS3602000018,3,2,1,1,6,1,4,82.5,3,1,1,20,2,3,3,2,3,1,3,12432.114246
1935,HH18360009,HS3602000019,3,2,2,2,5,3,3,66.0,2,1,1,12,2,1,3,1,3,5,1,8734.3087476
1936,HH18360013,HS3602000020,3,2,1,1,6,1,1,66.0,2,1,1,16,2,3,3,1,3,5,1,8410.7630349
1937,HH13360012,HS3603000011,3,2,1,1,6,3,3,82.5,3,1,2,8,2,1,3,2,3,5,1,5476.94
1938,HH18360062,HS3603000038,3,2,3,11,2,1,4,108.9,3,1,2,18,1,3,4,4,2,1,7,13524.66
1939,HH18360024,HS3603000039,3,2,3,2,2,1,4,99.0,3,1,2,9,1,1,4,1,2,1,6,12610.41
1940,HH18360063,HS3603000040,3,2,3,3,2,1,5,112.2,3,1,2,10,1,3,5,4,2,5,7,11342.38
1941,HH18360077,HS3603000041,3,2,3,2,3,2,6,112.2,3,1,2,10,1,3,4,2,2,1,6,13424.2
1942,HH18360065,HS3603000042,3,2,3,10,2,1,5,69.3,2,1,1,9,1,1,5,3,2,4,2,16777.286305
1943,HH18360032,HS3603000043,3,2,1,1,6,1,3,82.5,3,1,2,4,1,3,3,1,3,5,1,4729.14
1944,HH18360038,HS3603000044,3,2,1,1,6,2,5,66.0,2,1,1,20,2,3,3,3,2,3,4,10510.017174
1945,HH18360016,HS3603000045,3,2,3,5,2,1,4,75.9,3,1,1,12,1,3,5,4,2,4,5,15259.26
1946,HH18360018,HS3603000046,3,2,3,4,4,1,5,122.1,3,1,2,8,1,3,4,2,2,4,4,9828.5696738
1947,HH18360021,HS3603000047,3,2,3,4,3,1,5,122.1,3,1,2,8,1,1,4,4,2,1,2,9690.97
1948,HH18360070,HS3603000048,3,2,3,6,3,3,5,122.1,3,1,2,6,1,3,4,5,2,1,6,12701.49964
1949,HH18360025,HS3603000049,3,2,3,6,6,1,4,72.6,2,1,1,13,1,1,4,1,2,1,6,9252.9896414
1950,HH18360028,HS3603000050,3,2,3,3,3,2,4,102.3,3,1,2,15,1,2,4,2,2,1,6,11454.48
1951,HH18360030,HS3603000051,3,2,3,6,3,2,6,125.4,3,1,2,19,1,1,4,3,2,1,7,15243.92
1952,HH18360034,HS3603000052,3,2,3,15,4,2,5,112.2,3,1,2,12,1,3,4,3,2,3,4,8469.24
1953,HH18360036,HS3603000053,3,2,3,2,2,2,4,141.9,4,1,2,15,1,1,5,5,3,3,7,20149.651152
1954,HH11360009,HS3604000002,3,2,1,1,6,3,1,42.9,2,1,1,7,2,1,3,1,3,4,1,10924.427876
1955,HH13360005,HS3604000005,3,2,1,1,6,1,1,79.2,3,1,2,16,2,1,5,1,3,4,3,12287.0
1956,HH11360012,HS3604000006,3,2,1,1,6,1,1,59.4,2,0,1,7,2,1,3,2,3,4,2,7491.46
1957,HH11360014,HS3604000008,3,2,1,1,6,1,1,181.5,4,1,1,8,2,1,3,2,3,3,3,11174.92
1958,HH17360015,HS3604000010,3,2,1,1,6,1,4,82.5,3,1,1,7,2,1,5,3,3,3,5,5215.34
1959,HH18360037,HS3604000014,3,2,1,1,6,3,1,82.5,3,1,1,21,2,3,3,1,3,5,1,16993.588323
1960,HH18360046,HS3604000015,3,2,1,1,6,3,4,99.0,4,1,1,6,2,1,3,1,3,4,1,7869.0665338
1961,HH18360031,HS3604000017,3,2,1,1,6,1,1,521.4,4,1,1,18,2,3,3,1,3,4,1,11083.663554
1962,HH18360002,HS3606000011,3,2,1,1,6,2,1,99.0,3,0,0,2,2,3,3,2,3,5,1,13262.94
1963,HH18360004,HS3606000012,3,2,1,1,6,1,3,82.5,3,1,1,12,2,3,3,1,3,5,1,12331.069076
1964,HH18360007,HS3606000013,3,2,1,1,6,1,1,99.0,3,1,1,16,2,3,3,2,3,5,1,13096.042903
1965,HH18360012,HS3606000014,3,2,1,1,6,1,4,79.2,3,1,1,19,2,1,3,1,3,5,1,7843.72702
1966,HH18360010,HS3606000015,3,2,1,1,6,2,6,66.0,1,1,1,7,2,3,3,2,2,4,2,7470.4548241
1967,HH18360014,HS3606000016,3,2,1,1,6,1,4,132.0,3,1,1,17,4,3,3,5,3,1,6,34157.457583
1968,HH17360019,HS3631000001,3,2,3,7,4,1,4,105.6,3,1,2,8,1,1,4,2,2,1,6,9500.241217
1969,HH17360020,HS3631000002,3,2,1,1,6,1,1,165.0,5,1,1,12,1,3,4,1,3,5,1,13105.247211
1970,HH17360021,HS3631000003,3,2,2,2,4,1,3,99.0,3,1,1,5,1,3,5,3,2,1,2,11701.253062
1971,HH17360022,HS3631000004,3,2,1,1,6,3,2,66.0,3,1,1,14,2,1,3,1,3,5,2,7799.86
1972,HH17360023,HS3631000005,3,2,1,1,6,2,4,72.6,2,1,1,14,2,3,3,3,2,1,7,19221.24
1973,HH17360024,HS3631000006,3,2,1,1,6,1,6,122.1,3,1,1,12,1,3,3,2,3,5,3,6280.58
1974,HH18360039,HS3631000017,3,2,1,1,6,1,1,52.8,2,1,1,12,2,3,3,1,3,5,1,9597.72
1975,HH18360033,HS3631000018,3,2,1,1,6,1,6,82.5,3,1,1,16,2,2,3,1,2,1,2,10331.34
1976,HH12360001,HS3632000001,3,2,1,1,6,2,1,122.1,3,1,1,12,4,3,5,2,2,2,5,5031.86
1977,HH12360002,HS3632000002,3,2,1,1,6,1,1,89.1,3,1,1,5,2,3,3,1,3,2,4,9351.04
1978,HH12360003,HS3632000003,3,2,1,1,6,1,5,99.0,3,1,2,16,4,3,3,2,2,5,2,14340.5
1979,HH12360004,HS3632000005,3,2,1,1,6,2,1,105.6,3,1,1,4,4,3,5,1,3,2,1,5945.18
1980,HH17360025,HS3632000007,3,2,1,1,6,2,1,198.0,3,1,1,3,2,3,3,2,3,3,5,10408.1
1981,HH14360005,HS3635000006,3,2,3,8,4,1,4,122.1,3,1,1,8,1,3,5,2,3,2,4,10208.461035
1982,HH17360028,HS3635000007,3,2,3,11,4,2,4,125.4,3,1,2,18,1,3,5,4,2,1,7,4235.8195268
1983,HH17360029,HS3635000008,3,2,3,9,4,2,4,125.4,3,1,2,18,1,3,4,3,2,1,5,3916.4797391
1984,HH18360008,HS3635000009,3,2,1,1,6,1,4,72.6,2,1,1,16,2,3,3,2,3,3,4,10924.14216
1985,HH18360053,HS3635000010,3,2,3,6,4,1,4,122.1,3,1,1,16,1,3,5,3,2,3,5,9056.8614808
1986,HH18360020,HS3635000011,3,2,1,1,6,4,3,66.0,2,1,1,16,2,3,3,4,2,3,4,11721.191245
1987,HH18360011,HS3635000012,3,2,1,1,6,1,1,72.6,3,0,1,16,2,1,3,2,3,3,2,9913.5923725
1988,HH18360054,HS3635000013,3,2,3,5,4,1,4,122.1,3,1,1,12,1,3,5,2,3,3,6,10885.039635
1989,HH18360003,HS3635000014,3,2,3,6,4,1,4,112.2,3,1,1,16,1,3,5,2,2,3,6,11805.846667
1990,HH18360005,HS3635000015,3,2,3,7,4,1,4,122.1,3,1,1,12,1,3,5,2,2,3,5,7691.185461
1991,HH17360030,HS3636000012,3,2,3,9,3,1,5,69.3,2,1,1,5,1,3,3,4,2,1,3,5094.64
1992,HH17360031,HS3636000013,3,2,3,11,4,1,6,79.2,2,1,1,5,1,3,4,4,2,3,7,11719.935514
1993,HH18360023,HS3636000014,3,2,1,1,6,1,1,99.0,2,1,1,8,2,1,3,2,3,5,2,18030.487557
1994,HH18360015,HS3636000015,3,2,1,1,6,1,1,82.5,2,1,1,7,2,1,3,1,3,5,1,8364.8725685
1995,HH18360017,HS3636000016,3,2,1,1,6,1,1,79.2,3,1,1,5,2,1,3,1,3,5,1,5951.0037153
1996,HH18360019,HS3636000017,3,2,1,1,6,1,1,66.0,3,1,1,8,2,1,3,1,3,5,1,9558.4522882
1997,HH18360022,HS3636000018,3,2,1,1,6,1,1,99.0,2,1,1,7,2,3,3,1,3,5,1,6877.3430041
1998,HH18360027,HS3636000019,3,2,1,2,5,2,5,115.5,3,1,1,18,2,3,3,2,2,1,2,10057.395035
1999,HH18360026,HS3636000020,3,2,1,1,6,1,1,99.0,2,1,1,7,2,1,3,1,3,5,1,9158.7769018
2000,HH18360029,HS3636000021,3,2,1,1,6,1,2,59.4,2,1,1,12,2,1,3,1,3,5,1,8930.999762
2001,HH11360080,HS3637000001,3,2,1,1,6,3,4,132.0,4,1,2,16,2,3,3,2,3,3,2,8750.12
2002,HH12360027,HS3637000002,3,2,1,1,6,3,1,85.8,4,1,2,10,2,3,3,2,3,1,2,9370.6697433
2003,HH13360019,HS3637000004,3,2,1,1,6,1,4,75.9,3,1,1,6,2,1,3,1,3,4,2,6207.7421053
2004,HH11360082,HS3637000005,3,2,2,1,6,1,1,36.3,2,1,1,3,2,3,3,2,3,4,1,8787.32
2005,HH11360083,HS3637000006,3,2,1,1,6,1,1,89.1,4,1,1,10,2,3,3,1,3,1,3,21570.866951
2006,HH12360028,HS3637000007,3,2,1,1,6,3,4,39.6,1,1,1,4,2,3,3,2,3,4,2,8551.3460334
2007,HH12360029,HS3637000009,3,2,1,1,6,3,3,141.9,3,1,2,8,2,1,3,2,3,4,2,16865.972811
2008,HH11360084,HS3637000010,3,2,1,1,6,2,2,42.9,2,1,1,3,2,3,3,1,3,4,1,5592.5
2009,HH13360021,HS3637000011,3,2,1,1,6,3,5,99.0,2,1,1,12,2,3,3,2,3,2,3,12904.91
2010,HH11360085,HS3637000012,3,2,1,1,6,4,1,75.9,2,1,1,10,2,3,3,2,3,3,3,11029.72
2011,HH11360086,HS3637000014,3,2,1,1,6,2,1,82.5,3,1,1,8,2,3,3,1,3,2,2,9136.15
2012,HH17360032,HS3637000015,3,2,1,1,6,2,4,75.9,3,1,2,8,2,3,3,1,3,4,2,8608.9820068
2013,HH13360022,HS3637000016,3,2,1,1,6,2,1,99.0,2,1,1,12,2,1,3,1,3,4,2,8878.54
2014,HH11360088,HS3637000017,3,2,1,1,6,2,5,72.6,3,1,2,8,2,3,3,2,3,4,2,9136.3512906
2015,HH18360056,HS3637000019,3,2,1,1,6,1,6,115.5,3,1,2,20,2,1,3,1,3,5,1,17161.54
2016,HH18360040,HS3637000020,3,2,3,14,6,2,4,66.0,2,1,1,10,1,3,4,1,3,1,1,3768.83
2017,HH18360050,HS3637000021,3,2,1,1,6,3,1,36.3,1,1,0,10,2,3,3,1,3,4,1,13927.20572
2018,HH18360043,HS3637000022,3,2,1,1,6,3,1,99.0,2,1,1,7,2,3,3,2,3,4,2,16420.082403
2019,HH18360042,HS3637000023,3,2,1,1,6,3,1,89.1,4,1,1,10,2,3,3,1,2,4,1,11268.208311
2020,HH18360047,HS3637000024,3,2,1,1,6,1,1,66.0,3,1,1,2,2,3,3,4,2,3,3,12668.530047
2021,HH18360079,HS3637000025,3,2,1,1,6,1,3,59.4,2,0,1,10,2,1,3,1,3,5,1,8890.894057
2022,HH11360078,HS3640000003,3,2,1,1,6,2,1,39.6,2,1,1,3,2,3,3,1,3,4,1,10241.00936
2023,HH11360079,HS3640000004,3,2,1,1,5,4,4,99.0,3,1,1,4,5,1,3,2,3,4,6,11563.64
2024,HH17360035,HS3640000005,3,2,3,4,4,1,5,79.2,3,1,1,9,1,1,4,2,2,1,6,4870.3711873
2025,HH11360041,HS3642000002,3,2,1,1,6,4,3,95.7,3,1,2,10,2,3,3,2,3,3,1,11529.74
2026,HH11360042,HS3642000003,3,2,1,1,6,3,4,69.3,3,1,2,10,2,3,3,2,3,3,2,9866.9
2027,HH11360043,HS3642000004,3,2,1,1,6,1,4,75.9,3,1,1,8,2,1,3,2,3,5,1,10127.48
2028,HH13360008,HS3642000005,3,2,1,1,6,1,3,99.0,3,1,1,12,2,3,3,1,3,3,3,14340.28
2029,HH11360044,HS3642000006,3,2,1,1,6,3,4,79.2,3,1,2,8,2,1,3,1,3,5,1,10301.2
2030,HH11360045,HS3642000007,3,2,1,1,6,4,5,39.6,2,1,1,11,4,1,3,2,3,5,1,5367.9260334
2031,HH11360046,HS3642000008,3,2,1,1,6,1,4,92.4,3,1,1,10,2,3,3,2,3,3,1,10856.36
2032,HH11360047,HS3642000009,3,2,1,1,6,1,1,59.4,2,1,1,4,2,3,3,2,3,3,4,6922.66
2033,HH11360048,HS3642000010,3,2,1,1,6,4,4,89.1,3,1,2,8,2,3,3,2,2,3,5,13199.2
2034,HH11360049,HS3642000011,3,2,1,1,6,1,4,105.6,4,1,2,5,2,1,3,2,3,3,1,9291.56
2035,HH11360050,HS3642000012,3,2,1,1,6,1,4,99.0,4,1,1,5,2,3,3,2,3,5,5,16885.02
2036,HH18360044,HS3642000013,3,2,3,13,2,2,5,82.5,3,1,2,8,1,3,4,6,2,1,5,10938.46
2037,HH18360078,HS3642000015,3,2,1,1,6,1,4,92.4,3,1,1,8,2,3,3,2,2,3,3,11414.04
2038,HH17360036,HS3643000001,3,2,2,2,3,3,5,115.5,3,1,2,3,1,3,4,2,2,1,3,14423.177289
2039,HH17360037,HS3643000002,3,2,3,13,3,4,4,79.2,3,1,1,5,1,1,4,3,2,1,4,10450.55787
2040,HH17360038,HS3643000003,3,2,1,1,3,1,2,66.0,2,1,1,8,2,3,5,4,3,5,3,16024.0
2041,HH17360039,HS3644000002,3,2,3,1,4,1,4,105.6,3,1,2,4,1,3,4,2,3,5,1,6392.71
2042,HH17360040,HS3644000010,3,2,1,1,6,1,4,99.0,3,1,1,4,2,3,3,2,2,1,3,8738.0
2043,HH17360042,HS3644000012,3,2,3,1,5,1,4,79.2,3,1,1,2,1,1,4,2,2,1,4,11095.25
2044,HH11360075,HS3644000013,3,2,3,7,4,3,5,99.0,3,1,1,20,1,1,4,2,2,3,6,7057.2253611
2045,HH17360043,HS3644000014,3,2,3,12,3,1,4,79.2,3,1,2,4,1,3,4,1,3,5,1,4642.93
2046,HH17360044,HS3644000015,3,2,3,6,4,1,6,105.6,3,1,2,4,1,3,4,4,2,2,6,9764.49
2047,HH17360045,HS3644000016,3,2,3,10,4,1,4,89.1,3,1,2,4,1,3,4,2,2,1,4,11546.27
2048,HH17360046,HS3644000017,3,2,3,2,6,1,4,102.3,3,1,1,4,1,1,4,1,2,2,6,5444.48
2049,HH17360063,HS3644000021,3,2,3,10,4,1,5,79.2,3,1,1,4,1,1,4,2,2,4,1,5720.1001116
2050,HH18360035,HS3644000022,3,2,1,1,6,1,4,66.0,1,1,1,8,2,3,3,1,2,2,1,9008.92
2051,HH18360075,HS3644000023,3,2,3,3,6,1,4,89.1,3,1,2,4,1,3,4,2,2,2,1,10705.7
2052,HH18360076,HS3644000024,3,2,1,1,6,1,3,99.0,3,1,1,6,1,3,3,3,2,3,5,4566.6
2053,HH18360060,HS3644000025,3,2,1,2,4,1,4,105.6,3,1,1,9,4,3,3,2,2,2,5,8688.58
2054,HH17360048,HS3645000001,3,2,2,1,6,2,4,85.8,3,1,1,4,1,3,3,2,2,3,5,5387.9
2055,HH17360049,HS3645000002,3,2,2,3,3,1,5,79.2,3,1,1,15,1,3,4,3,2,1,3,10682.75787
2056,HH17360050,HS3645000003,3,2,2,2,4,2,3,66.0,3,1,1,12,1,1,4,2,2,4,1,8994.4215915
2057,HH17360052,HS3645000005,3,2,3,7,6,1,6,115.5,3,1,2,7,1,3,5,2,3,2,1,14423.177289
2058,HH17360053,HS3645000006,3,2,3,10,6,1,4,82.5,3,1,1,10,1,3,4,3,2,3,6,10396.761898
2059,HH17360054,HS3645000007,3,2,3,10,3,3,5,89.1,3,1,1,10,1,3,4,4,2,1,6,15188.57
2060,HH18360061,HS3645000011,3,2,2,3,4,1,6,82.5,3,1,2,7,1,3,4,4,2,1,2,10726.141898
2061,HH18360064,HS3645000012,3,2,3,15,2,2,6,115.5,3,1,1,6,1,3,4,6,2,1,7,20809.88
2062,HH18360073,HS3645000013,3,2,3,5,2,1,6,66.0,2,1,1,4,1,3,4,2,2,4,3,9089.8815915
2063,HH12360022,HS3646000005,3,2,1,1,6,4,1,79.2,2,1,1,7,2,3,3,2,3,4,5,9761.8049326
2064,HH18360049,HS3646000016,3,2,1,1,5,1,5,66.0,3,1,1,4,2,3,3,5,2,1,3,13630.052463
2065,HH18360051,HS3646000017,3,2,1,1,6,1,1,79.2,3,1,1,6,2,3,3,2,3,5,2,12983.467102
2066,HH18360066,HS3646000018,3,2,2,1,6,3,3,66.0,2,1,1,6,2,3,3,2,3,3,3,10678.980629
2067,HH18360067,HS3646000019,3,2,1,1,6,1,3,82.5,3,1,1,5,2,3,3,4,2,1,3,12375.510038
2068,HH18360071,HS3646000022,3,2,1,1,6,1,1,66.0,3,1,1,6,2,3,3,2,2,4,2,8560.2550275
2069,HH18360072,HS3646000024,3,2,1,1,6,1,1,56.1,2,1,1,14,2,3,3,3,3,4,1,9611.1750275
2070,HH18360080,HS3646000025,3,2,1,1,6,1,1,66.0,2,1,1,12,2,1,3,1,3,5,1,8863.2478679
2071,HH12370036,HS3701100001,2,2,1,1,6,3,1,85.8,3,1,1,8,2,3,3,3,2,1,6,9791.7818338
2072,HH13370024,HS3701100002,2,2,2,3,4,1,3,69.3,3,1,1,13,1,3,4,3,2,3,3,7629.730691
2073,HH16370004,HS3701100003,2,2,2,1,5,1,2,99.0,3,1,1,8,1,3,4,4,2,1,4,10138.49
2074,HH14370024,HS3701100004,2,2,1,1,5,1,3,59.4,2,1,1,12,1,3,4,2,3,2,4,5477.847142
2075,HH11370079,HS3701100007,2,2,2,2,4,2,4,62.7,2,1,1,8,1,3,4,2,3,2,3,7840.39498
2076,HH17370001,HS3701100008,2,2,1,1,4,2,4,82.5,4,1,2,10,1,1,4,2,3,1,3,8431.63
2077,HH16370005,HS3701100009,2,2,2,1,5,1,4,49.5,2,1,1,6,1,1,4,1,3,5,1,5515.35
2078,HH12370037,HS3701100013,2,2,1,1,6,2,3,82.5,3,1,2,8,1,3,4,1,3,5,1,3127.014796
2079,HH11370084,HS3701100014,2,2,2,1,5,1,4,49.5,2,1,1,3,1,3,4,2,3,3,3,11146.380566
2080,HH12370038,HS3701100015,2,2,2,3,3,4,4,36.3,1,1,1,4,1,3,4,2,2,3,3,7998.3689991
2081,HH14370025,HS3701100016,2,2,2,2,3,2,3,59.4,2,1,1,10,1,3,4,2,2,1,3,5891.475775
2082,HH11370085,HS3701100017,2,2,2,2,4,1,3,46.2,2,1,1,3,1,3,4,2,3,5,1,6413.1771763
2083,HH13370025,HS3701100018,2,2,2,3,5,3,4,66.0,3,1,1,12,1,3,4,3,2,1,4,9977.3321004
2084,HH11370087,HS3701100020,2,2,2,2,3,1,4,72.6,3,1,2,10,1,3,4,2,3,5,1,6048.182939
2085,HH17370003,HS3701100022,2,2,2,1,4,2,5,75.9,2,1,1,8,1,3,5,1,2,3,4,7774.12
2086,HH11370077,HS3701100025,2,2,3,4,5,1,5,85.8,2,1,2,8,1,3,4,2,2,1,3,4926.650671
2087,HH18370029,HS3701100026,2,2,2,4,5,1,4,62.7,2,1,1,8,1,3,4,1,3,5,1,7522.8446915
2088,HH18370025,HS3701100027,2,2,1,1,6,1,4,82.5,3,1,2,8,1,3,4,4,2,3,6,12690.4
2089,HH18370002,HS3701100028,2,2,1,1,6,2,5,66.0,2,1,1,8,1,3,4,2,2,1,2,9359.76
2090,HH18370005,HS3701100029,2,2,2,2,5,4,4,82.5,2,1,1,4,1,3,4,2,2,3,3,10740.04
2091,HH13370026,HS3701200002,2,2,1,1,6,2,1,19.8,1,0,1,2,2,1,3,2,2,1,1,4763.56
2092,HH12370039,HS3701200003,2,2,1,1,6,3,2,69.3,3,1,1,8,2,1,3,1,3,5,1,8116.76
2093,HH12370040,HS3701200004,2,2,1,1,6,1,1,82.5,2,0,1,8,2,1,3,2,2,1,3,7045.18
2094,HH12370041,HS3701200005,2,2,1,1,6,1,4,85.8,3,1,1,8,1,3,4,1,3,3,4,9491.35
2095,HH12370043,HS3701200008,2,2,1,1,6,3,4,72.6,2,1,1,6,1,3,4,2,3,3,3,8922.54
2096,HH12370044,HS3701200009,2,2,1,1,6,3,5,85.8,3,1,1,8,2,3,3,2,2,1,5,8794.94
2097,HH12370046,HS3701200011,2,2,1,1,6,3,3,75.9,3,1,1,6,5,3,3,2,2,1,2,15940.96
2098,HH18370026,HS3701200024,2,2,3,3,2,2,6,89.1,3,1,2,8,1,3,4,4,2,4,5,10662.63
2099,HH18370006,HS3701200025,2,2,3,2,2,2,6,89.1,3,1,2,12,1,3,4,3,2,5,4,11166.02
2100,HH18370008,HS3701200026,2,2,3,18,2,1,6,108.9,3,1,2,16,1,3,4,3,2,1,4,11959.183691
2101,HH18370024,HS3701200027,2,2,3,1,4,2,4,105.6,3,1,2,9,1,3,5,3,2,5,5,7231.62
2102,HH18370004,HS3701200028,2,2,3,2,2,2,4,105.6,3,1,2,16,1,3,5,2,2,1,6,11616.69
2103,HH14370002,HS3702000001,2,2,1,1,5,1,6,92.4,2,1,2,4,2,3,3,1,3,3,3,8857.68
2104,HH12370006,HS3702000002,2,2,3,11,2,2,4,75.9,3,1,1,4,1,3,4,2,2,1,5,9968.23
2105,HH12370008,HS3702000004,2,2,3,2,3,3,4,75.9,3,1,2,14,1,3,4,4,2,3,7,10764.91
2106,HH13370003,HS3702000005,2,2,3,12,2,2,4,75.9,3,1,1,4,1,3,4,3,2,3,5,7371.96
2107,HH13370004,HS3702000006,2,2,3,14,2,2,4,75.9,3,1,1,8,1,3,4,5,2,1,6,12939.99
2108,HH11370003,HS3702000007,2,2,3,2,2,2,4,75.9,3,1,1,8,1,3,4,2,3,2,2,8977.16
2109,HH13370005,HS3702000008,2,2,3,2,2,2,4,75.9,3,1,1,4,1,3,4,3,2,2,3,11211.27
2110,HH14370003,HS3702000009,2,2,3,4,2,2,4,75.9,3,1,1,14,1,3,4,3,2,1,5,12882.14
2111,HH13370006,HS3702000010,2,2,3,5,2,2,4,75.9,3,1,1,14,1,3,4,4,2,1,5,11500.24
2112,HH12370009,HS3702000011,2,2,3,6,3,1,4,99.0,3,1,2,14,1,3,4,3,2,3,7,13723.65
2113,HH12370010,HS3702000012,2,2,3,8,3,2,4,75.9,3,1,1,4,1,3,4,4,2,1,7,13982.4
2114,HH14370004,HS3702000014,2,2,3,8,2,1,4,99.0,3,1,2,8,1,3,4,4,2,3,7,7394.99
2115,HH16370001,HS3702000015,2,2,3,8,2,2,4,75.9,3,1,1,4,1,3,4,2,3,3,5,13850.96
2116,HH12370011,HS3702000017,2,2,2,2,4,1,5,82.5,3,1,1,6,4,3,5,4,2,1,7,9349.92
2117,HH17370009,HS3702000020,2,2,3,6,2,2,4,75.9,3,1,1,14,1,3,4,2,2,2,3,7969.95
2118,HH17370011,HS3702000022,2,2,3,9,2,2,4,75.9,3,1,1,4,1,1,4,2,2,1,4,10092.030401
2119,HH18370019,HS3702000023,2,2,2,2,2,2,6,105.6,3,1,2,16,1,3,5,4,2,4,6,11827.64
2120,HH18370020,HS3702000024,2,2,1,1,6,1,2,92.4,4,1,1,16,4,3,3,2,2,4,3,26013.226256
2121,HH18370007,HS3702000025,2,2,3,2,2,3,5,108.9,3,1,2,8,1,3,4,3,2,1,7,12134.319335
2122,HH18370010,HS3702000026,2,2,1,1,6,1,3,99.0,2,1,1,2,1,3,4,3,3,5,3,10637.15
2123,HH11370028,HS3703000001,2,2,1,1,6,4,6,75.9,3,1,1,8,2,1,3,1,3,5,1,6541.4
2124,HH16370002,HS3703000005,2,2,1,1,6,1,4,49.5,2,1,1,4,2,1,3,2,2,5,2,8420.94
2125,HH11370031,HS3703000006,2,2,1,1,6,1,4,82.5,3,1,1,8,2,3,3,4,2,1,3,7193.92
2126,HH11370032,HS3703000007,2,2,1,1,6,1,3,79.2,3,1,1,10,4,3,3,1,3,5,1,4430.72
2127,HH17370012,HS3703000008,2,2,1,1,6,1,1,72.6,4,1,2,8,2,1,3,1,3,5,3,6772.48
2128,HH18370021,HS3703000009,2,2,1,1,6,4,1,72.6,3,1,1,8,5,1,3,1,3,3,3,10634.76
2129,HH18370014,HS3703000010,2,2,1,1,6,2,3,66.0,2,1,1,6,5,1,3,2,2,1,2,9755.84
2130,HH15370005,HS3704000003,2,2,1,1,6,1,4,69.3,3,1,1,5,5,3,3,3,2,1,2,14866.82
2131,HH14370014,HS3704000004,2,2,2,1,3,4,4,72.6,2,1,1,16,1,1,4,2,2,1,1,15125.626289
2132,HH11370057,HS3704000005,2,2,1,1,6,3,4,132.0,4,1,1,8,4,3,3,1,3,5,1,29582.785533
2133,HH11370059,HS3704000007,2,2,1,1,6,1,4,85.8,4,1,1,16,4,3,5,1,3,5,1,13997.36
2134,HH11370060,HS3704000008,2,2,1,1,6,1,4,72.6,3,1,1,12,4,1,3,1,3,3,2,25713.14
2135,HH14370015,HS3704000009,2,2,3,2,2,4,5,59.4,3,1,1,6,1,1,4,3,2,1,3,10538.522803
2136,HH14370016,HS3704000010,2,2,3,14,3,1,4,42.9,2,0,1,4,1,1,4,2,2,1,2,7399.5973048
2137,HH15370006,HS3704000011,2,2,1,1,6,1,4,99.0,3,1,2,20,4,3,5,4,2,1,5,19914.16
