"cat_loc_div","cat_sz_cty","cat_hus_typ","num_flr","num_out_wls","cat_hus_dir_fce","num_hus_blt_yr","num_hus_ar","num_bed","num_liv","num_bat","num_out_wds","cat_fuel_heat","cat_cool","cat_fuel_cook","num_hus_mems","cat_mhh_occu","num_tot_energy_heat","num_mhh_age","num_hh_ann_incm"
"1","2","3",16,3,"2",5,82.5,3,1,1,14,"1","3","4",2,"1",18268.13,35,5.4e+07
"1","2","3",8,3,"1",5,108.9,3,1,2,8,"1","3","4",4,"2",14204.98,55,4.2e+07
"1","2","3",2,2,"2",5,85.8,3,1,1,8,"1","3","4",2,"1",6624.6,67,4.2e+07
"1","2","1",1,5,"2",5,36.3,1,1,0,4,"1","3","3",2,"1",3835.55,25,1.8e+07
"1","2","1",2,5,"3",5,178.2,4,1,2,12,"4","3","3",3,"3",22784.31,45,5.4e+07
"1","2","1",1,5,"3",5,66,3,1,1,5,"1","1","4",4,"1",11613.46,45,5.4e+07
"1","2","3",11,2,"3",4,105.6,3,1,2,16,"3","3","4",3,"1",13030.98484,45,9.6e+07
"1","2","3",4,3,"1",5,161.7,4,1,2,19,"3","1","4",5,"3",15560.84418,55,4.2e+07
"1","2","3",20,5,"2",5,108.9,3,1,2,16,"3","3","4",4,"3",9204.364558,45,6.6e+07
"1","2","3",10,3,"2",5,115.5,3,1,2,13,"3","3","4",4,"1",11628.36615,45,5.4e+07
"1","2","3",3,3,"2",5,115.5,3,1,2,12,"3","3","4",4,"1",19784.27337,45,6.6e+07
"1","2","3",6,3,"2",5,115.5,3,1,2,13,"3","2","4",4,"1",15584.37958,45,7.8e+07
"1","2","3",6,2,"2",5,115.5,3,1,2,13,"3","3","4",3,"1",11888.42653,35,6.6e+07
"1","2","3",15,4,"2",5,115.5,3,1,2,16,"3","3","4",4,"1",14429.78988,35,9e+07
"1","2","1",2,2,"1",6,66,2,1,1,10,"1","3","4",1,"1",5411.525124,35,5.4e+07
"1","2","3",14,3,"1",5,79.2,3,1,1,10,"3","3","4",3,"1",14752.21632,35,5.4e+07
"1","2","3",10,5,"1",6,112.2,3,1,2,14,"3","3","4",5,"1",14149.0977,45,4.2e+07
"1","2","3",18,3,"1",6,201.3,5,1,2,16,"3","3","4",5,"1",24740.26553,45,9e+07
"1","2","3",2,2,"1",5,171.6,4,1,2,8,"3","3","4",4,"3",20302.37681,55,7.8e+07
"1","2","3",10,2,"1",4,108.9,3,1,2,14,"3","3","4",3,"1",15152.67744,45,6.6e+07
"1","2","3",18,5,"1",4,108.9,3,1,2,13,"3","3","4",4,"1",10028.4,45,6.6e+07
"1","2","3",2,4,"1",5,82.5,3,1,1,12,"1","3","4",3,"1",11123.54,35,2.5e+07
"1","2","1",1,6,"2",3,72.6,3,1,1,8,"4","3","3",2,"5",27467.76,67,2.5e+07
"1","2","1",1,6,"1",4,112.2,3,1,1,8,"4","1","3",1,"5",13938.73,45,5.4e+07
"1","2","2",1,5,"2",4,66,3,1,1,3,"1","1","4",2,"1",14546.77,55,2.5e+07
"1","2","3",12,4,"2",4,85.8,3,1,2,8,"1","1","4",4,"1",7756.4755,45,2.5e+07
"1","2","3",10,4,"3",6,105.6,3,1,2,15,"1","3","4",4,"1",9170.958574,45,6.6e+07
"1","2","3",1,3,"2",5,112.2,3,1,2,12,"1","3","4",5,"1",14323.06604,45,5.4e+07
"1","2","1",1,5,"2",4,122.1,3,1,1,4,"4","3","3",2,"1",26162.39,35,4.2e+07
"1","2","3",1,5,"4",3,122.1,4,1,2,5,"2","1","3",4,"5",12347.8,55,2.5e+07
"1","2","3",6,5,"2",5,105.6,4,1,2,8,"1","3","4",3,"5",5212.808127,55,2.5e+07
"1","2","2",1,5,"1",2,92.4,3,1,1,6,"2","3","3",4,"5",10843.08,45,2.5e+07
"1","2","3",10,2,"2",4,79.2,3,1,1,8,"1","3","4",4,"1",7089.09,45,1.8e+07
"1","2","3",6,3,"1",6,161.7,4,1,2,18,"1","3","4",6,"1",25778.27,35,6.6e+07
"1","2","3",6,2,"3",5,122.1,3,1,2,14,"3","1","4",4,"3",17617.33095,45,6.6e+07
"1","2","3",1,5,"3",5,105.6,3,1,2,8,"3","3","4",4,"1",15233.6735,45,5.4e+07
"1","2","3",11,4,"3",5,105.6,3,1,2,8,"3","3","4",1,"1",12823.6021,25,2.5e+07
"1","2","3",3,2,"3",5,105.6,3,1,2,8,"3","3","4",5,"1",16293.02059,45,6.6e+07
"1","2","3",3,3,"3",5,105.6,3,1,2,8,"3","3","4",2,"5",14343.85964,45,4.2e+07
"1","2","3",7,3,"3",5,105.6,3,1,2,8,"3","1","4",2,"1",15808.59545,45,4.2e+07
"1","2","3",8,4,"3",5,105.6,3,1,2,2,"3","1","4",2,"2",13552.04824,67,2.5e+07
"1","2","2",2,3,"1",4,79.2,3,1,1,12,"1","1","4",5,"1",8701.31,45,9.6e+07
"1","2","3",6,3,"2",5,115.5,3,1,2,10,"3","3","4",4,"1",10322.66786,45,5.4e+07
"1","2","3",12,4,"1",5,75.9,3,1,1,9,"1","1","4",4,"5",14666.35579,55,2.5e+07
"1","2","3",14,4,"1",5,75.9,3,1,1,9,"1","1","4",2,"1",10696.39523,45,2.5e+07
"1","2","3",7,4,"3",5,75.9,3,1,1,9,"1","2","4",4,"1",14645.36,45,6.6e+07
"1","2","1",1,5,"3",4,72.6,3,1,1,8,"1","1","3",4,"5",4893.1,45,1.8e+07
"1","2","1",4,5,"3",6,102.3,3,1,2,8,"1","3","4",4,"1",15746.16554,35,6.6e+07
"1","2","3",15,5,"2",5,108.9,3,1,2,12,"1","3","4",4,"1",17808.57,55,7.8e+07
"1","2","1",1,5,"2",4,108.9,3,1,1,7,"4","3","3",4,"5",28846.71,55,2.5e+07
"1","2","3",6,2,"3",4,75.9,3,1,1,8,"1","3","4",4,"1",12795.59,45,4.2e+07
"1","2","1",1,6,"1",5,62.7,2,1,1,6,"1","1","4",2,"2",12352.73692,67,4.2e+07
"1","2","1",1,6,"3",4,99,2,1,1,8,"5","1","3",4,"1",16295.9036,35,5.4e+07
"1","2","1",1,4,"2",2,82.5,3,1,2,10,"1","3","4",2,"5",26016.44069,67,2.5e+07
"1","2","3",11,4,"3",4,79.2,3,1,1,5,"1","1","3",3,"4",6170.535676,45,1.2e+07
"1","2","1",1,6,"4",5,66,2,1,1,4,"2","3","3",2,"5",9027.272033,67,1.2e+07
"1","2","1",1,6,"1",3,66,2,1,1,3,"2","1","3",4,"2",39552.39394,45,1.8e+07
"1","2","1",1,6,"4",3,59.4,1,1,1,4,"1","1","3",1,"5",12291.56658,67,1.2e+07
"1","2","3",11,4,"2",5,105.6,3,1,2,4,"1","3","4",5,"1",9425.74,55,5.4e+07
"1","2","1",2,4,"1",3,82.5,4,1,1,6,"1","1","4",4,"3",25855.80898,55,1.8e+07
"1","2","3",5,4,"1",3,49.5,2,0,1,4,"1","1","4",1,"5",2562.652993,67,1.2e+07
"1","2","3",2,4,"3",3,46.2,2,1,1,5,"1","3","4",1,"5",3794.156057,67,1.2e+07
"1","2","3",5,5,"3",3,46.2,2,1,1,5,"1","1","4",3,"3",5220.63361,45,2.5e+07
"1","2","3",1,5,"3",3,56.1,2,1,1,5,"1","3","5",3,"5",4936.528533,45,4.2e+07
"1","2","3",3,4,"3",3,49.5,2,0,1,4,"1","1","4",2,"5",2485.62983,67,1.2e+07
"1","2","1",1,5,"3",2,59.4,2,1,1,3,"5","1","3",4,"5",16310.67716,45,1.8e+07
"1","2","3",5,6,"2",4,79.2,2,1,1,12,"1","1","4",5,"3",11726.76,45,2.5e+07
"1","2","3",11,6,"2",5,75.9,2,1,1,9,"1","3","4",3,"1",13871.6,45,9.6e+07
"1","2","1",1,5,"3",3,69.3,2,1,1,10,"1","1","4",3,"5",13055.1,45,4.2e+07
"1","2","3",10,4,"1",5,155.1,4,1,2,10,"1","3","4",2,"1",11545.72,45,5.4e+07
"1","2","3",13,2,"1",5,155.1,4,1,2,12,"1","3","4",2,"5",10972.9,67,1.2e+07
"1","2","3",2,4,"1",5,155.1,4,1,2,7,"1","3","4",4,"1",15670.48,35,4.2e+07
"1","2","3",7,2,"3",5,75.9,2,1,1,10,"1","3","4",4,"1",10695.82,45,5.4e+07
"1","2","3",15,5,"4",5,75.9,2,1,1,7,"1","1","4",4,"1",13139.69,45,1.8e+07
"1","2","3",14,4,"1",5,75.9,2,1,1,9,"1","1","4",1,"1",13097.26,25,4.2e+07
"1","2","1",1,6,"3",4,95.7,4,1,1,7,"2","1","3",3,"1",21335.6,55,2.5e+07
"1","2","1",1,6,"2",5,79.2,2,1,2,8,"2","1","3",4,"5",7671.63,55,4.2e+07
"1","2","1",1,5,"3",4,122.1,3,1,1,14,"2","1","3",6,"1",12379.49,35,1.8e+07
"1","2","1",1,5,"2",2,105.6,3,1,2,15,"5","3","3",3,"1",14196.78,25,5.4e+07
"1","2","1",1,5,"2",1,66,2,1,1,8,"2","3","3",2,"3",7744.04176,67,1.2e+07
"1","2","3",11,4,"1",4,105.6,3,1,1,9,"1","3","4",4,"1",10118.90059,55,2.5e+07
"1","2","3",3,2,"1",4,105.6,3,1,1,11,"1","1","4",2,"5",13741.16,67,2.5e+07
"1","2","3",7,4,"1",4,105.6,3,1,1,12,"1","3","4",2,"3",7817.212481,45,2.5e+07
"1","2","3",9,4,"1",4,105.6,3,1,1,7,"1","1","4",3,"5",27661.27,45,2.5e+07
"1","2","1",1,6,"1",6,85.8,3,1,2,8,"4","1","3",5,"1",19143.42,45,2.5e+07
"1","2","1",1,6,"3",5,89.1,4,1,2,8,"5","1","3",2,"1",12032.51,45,4.2e+07
"1","2","1",1,6,"3",1,39.6,2,1,1,3,"2","1","3",3,"5",10000.28,55,1.2e+07
"1","2","1",1,6,"3",5,115.5,4,1,2,7,"4","3","3",1,"5",15172.1,67,2.5e+07
"1","2","3",9,4,"1",4,75.9,3,1,1,8,"1","1","3",1,"3",3431.19,67,2.5e+07
"1","2","1",1,6,"1",3,92.4,3,1,2,8,"2","1","3",2,"1",10957.62,35,1.8e+07
"1","2","1",1,6,"1",3,69.3,3,1,2,8,"2","1","3",2,"5",11665.78,45,1.8e+07
"1","2","1",1,6,"1",3,72.6,3,1,1,10,"2","1","3",2,"5",8512.797886,55,1.8e+07
"1","2","2",1,3,"3",5,161.7,3,1,2,5,"1","1","5",5,"5",15042.47866,45,4.2e+07
"1","2","2",1,5,"1",2,66,2,1,1,8,"1","1","4",2,"1",13556.85063,67,2.5e+07
"1","2","2",2,4,"1",2,66,2,1,1,8,"2","1","3",4,"1",12858.53,45,4.2e+07
"1","2","2",3,4,"1",2,66,2,1,1,8,"2","3","3",3,"5",9634.61,55,2.5e+07
"1","2","2",4,4,"1",2,66,2,1,1,8,"2","3","3",2,"5",13317.75,45,1.8e+07
"1","2","2",4,4,"1",2,66,2,1,1,6,"2","3","3",6,"1",9455.7,45,4.2e+07
"1","2","3",2,4,"4",5,75.9,2,1,1,9,"1","3","3",3,"1",4549.82,25,1.8e+07
"1","2","3",3,3,"4",5,82.5,3,1,1,8,"1","3","3",1,"3",3681,67,1.2e+07
"1","2","3",6,4,"4",5,69.3,2,1,1,8,"1","3","3",2,"3",8405.42,45,2.5e+07
"1","2","2",1,6,"2",2,125.4,3,1,1,7,"5","3","3",1,"1",17674.96,45,4.2e+07
"1","2","1",1,6,"3",3,39.6,1,0,1,7,"2","1","3",4,"2",10392.2,67,2.5e+07
"1","2","1",1,6,"4",2,72.6,4,1,1,8,"2","3","3",4,"5",12355,45,1.8e+07
"1","2","3",3,2,"1",4,59.4,3,1,1,8,"1","3","3",5,"1",5879.93,55,4.2e+07
"1","2","3",4,4,"1",4,59.4,2,1,1,8,"1","1","3",2,"1",7092.48,45,2.5e+07
"1","2","1",1,6,"2",4,82.5,3,1,1,7,"4","3","3",5,"2",28649.64479,45,1.2e+07
"1","2","1",1,5,"1",4,85.8,3,1,1,4,"2","1","3",4,"5",9534.19,55,4.2e+07
"1","2","3",5,3,"2",5,112.2,3,1,1,2,"1","1","4",5,"1",9519.46,35,5.4e+07
"1","2","1",1,6,"3",2,66,3,1,1,4,"2","3","3",4,"1",10310.27,45,4.2e+07
"1","2","1",1,5,"4",5,42.9,1,1,1,4,"2","1","5",1,"2",15094.24,67,1.2e+07
"1","2","1",1,5,"3",5,26.4,1,1,1,24,"5","3","3",2,"4",31523.1,67,1.2e+07
"1","2","1",1,5,"3",4,105.6,3,1,1,12,"4","3","3",2,"4",10037.9,67,1.2e+07
"1","2","1",1,6,"3",5,82.5,3,1,2,8,"5","3","3",3,"4",24591.66,67,1.8e+07
"1","2","1",1,5,"3",5,95.7,3,1,1,7,"5","1","3",1,"2",28241.08,67,1.8e+07
"1","2","1",1,5,"3",1,39.6,1,1,1,7,"5","1","5",1,"5",32595.58,45,1.2e+07
"1","2","1",1,6,"1",1,66,2,1,1,8,"2","1","3",1,"4",7442.54,67,1.2e+07
"1","2","2",2,5,"1",5,49.5,2,1,1,4,"1","1","5",1,"1",9716.043436,35,2.5e+07
"1","2","2",2,4,"2",5,42.9,2,1,1,4,"1","1","5",2,"5",12863.65626,45,2.5e+07
"1","2","2",1,5,"1",4,72.6,3,1,1,4,"1","3","5",3,"5",4003.502345,35,2.5e+07
"1","2","2",3,3,"4",4,72.6,2,1,1,8,"1","3","3",2,"1",4382.14,25,2.5e+07
"1","2","2",2,4,"1",4,72.6,3,1,1,4,"1","3","5",4,"5",6463.865,35,4.2e+07
"1","2","1",1,6,"3",4,85.8,3,1,1,8,"2","1","3",1,"1",8048.95,35,1.8e+07
"1","2","1",1,6,"3",3,99,3,1,1,15,"2","3","3",2,"1",10633.75345,35,2.5e+07
"1","2","1",1,6,"3",4,125.4,4,1,1,5,"2","3","3",3,"3",18084.9742,55,5.4e+07
"1","2","1",2,6,"4",6,42.9,2,1,1,6,"5","1","3",2,"4",10915.77722,67,1.8e+07
"1","2","1",1,6,"2",2,36.3,2,1,1,3,"5","1","3",3,"4",16771.08818,67,2.5e+07
"1","2","1",1,6,"1",4,99,4,1,2,4,"2","1","3",2,"3",19928.24238,67,2.5e+07
"1","2","1",1,6,"4",4,102.3,3,1,1,4,"4","1","3",2,"3",30740.85284,67,2.5e+07
"1","2","1",1,6,"1",4,95.7,3,1,2,8,"4","3","3",2,"3",24571.75101,55,4.2e+07
"1","2","1",1,6,"1",2,56.1,2,1,1,6,"2","1","3",2,"1",9838.41,45,1.2e+07
"1","2","2",1,6,"1",2,39.6,1,1,1,3,"4","1","3",2,"2",8218.040506,67,1.2e+07
"2","2","1",1,6,"2",4,75.9,3,1,1,8,"4","1","3",2,"3",17127.46,67,1.8e+07
"2","2","1",1,6,"2",1,99,3,1,1,4,"4","1","3",2,"3",1985.68,67,2.5e+07
"2","2","1",1,6,"2",5,92.4,4,1,2,10,"4","3","3",3,"4",13153.67,67,2.5e+07
"2","2","1",1,6,"2",4,85.8,4,1,1,10,"2","1","3",2,"3",13189.80283,67,2.5e+07
"2","2","1",1,6,"1",2,99,2,1,1,8,"2","1","3",2,"5",7308.69,67,1.2e+07
"2","2","1",1,6,"1",1,23.1,1,1,1,4,"5","3","3",2,"3",20498.09,55,4.2e+07
"2","2","1",1,5,"1",5,112.2,3,1,2,19,"4","3","3",2,"3",21827.06,67,4.2e+07
"2","2","1",1,6,"1",4,99,3,1,1,12,"2","3","3",2,"3",8883.38,67,2.5e+07
"2","2","3",11,4,"1",4,66,2,1,1,7,"1","3","4",2,"1",12453.82,45,4.2e+07
"2","2","3",14,4,"2",5,79.2,3,1,1,8,"1","1","4",2,"1",5367.243303,55,2.5e+07
"2","2","3",2,3,"2",5,79.2,3,1,1,10,"1","3","4",3,"1",10053.41,35,2.5e+07
"2","2","3",2,3,"2",5,79.2,3,1,1,8,"1","3","4",3,"1",6684.52,45,4.2e+07
"2","2","3",9,4,"2",5,79.2,3,1,1,8,"1","1","4",3,"3",13594.98,55,4.2e+07
"2","2","3",10,4,"1",4,66,2,1,1,8,"1","3","4",1,"2",3275.43,67,1.2e+07
"2","2","3",11,4,"1",4,66,2,1,1,8,"1","3","4",3,"1",11299.32,35,9.6e+07
"2","2","3",2,4,"1",4,66,2,1,1,8,"1","1","4",2,"1",7397.31,67,2.5e+07
"2","2","3",4,4,"1",4,66,2,1,1,7,"1","1","4",3,"1",7187.65,45,4.2e+07
"2","2","3",3,4,"3",4,62.7,2,1,1,6,"1","1","4",2,"1",4229.18042,55,4.2e+07
"2","2","2",1,5,"2",4,66,2,1,1,10,"1","3","4",2,"1",6644.08463,67,1.2e+07
"2","2","2",1,5,"4",2,59.4,2,1,1,7,"2","3","3",4,"1",9920.44,45,1.8e+07
"2","2","1",1,6,"2",2,95.7,3,1,1,12,"4","1","3",2,"2",15645.46,67,1.2e+07
"2","2","1",1,6,"3",1,92.4,3,1,2,8,"4","1","3",2,"3",13688.1,67,4.2e+07
"2","2","1",1,6,"3",2,128.7,3,1,1,6,"4","3","3",2,"3",25150.18,67,4.2e+07
"2","2","1",1,6,"1",4,85.8,3,1,1,7,"4","3","3",5,"5",14484.3531,55,5.4e+07
"2","2","1",1,5,"3",3,85.8,3,1,2,8,"1","3","4",3,"1",10273.6917,25,1.8e+07
"2","2","1",4,5,"1",4,92.4,3,1,2,4,"1","3","4",3,"3",23562.9643,55,6.6e+07
"2","2","1",2,4,"4",5,33,1,0,1,6,"4","3","5",2,"5",16572.2,25,1.2e+07
"2","2","1",1,6,"4",2,59.4,3,1,1,10,"1","1","3",2,"5",6449.089031,67,1.8e+07
"2","2","2",2,4,"1",3,33,1,1,1,5,"1","3","4",1,"1",1493.166585,55,1.2e+07
"2","2","2",3,4,"1",3,112.2,3,1,2,6,"1","3","4",4,"4",15931.35616,55,2.5e+07
"2","2","3",10,3,"1",5,82.5,3,1,2,12,"1","1","4",2,"1",3015.68701,67,4.2e+07
"2","2","3",9,3,"1",5,79.2,3,1,2,8,"1","3","4",2,"2",5561.39081,67,2.5e+07
"2","2","3",14,3,"3",4,56.1,2,1,1,2,"1","3","4",3,"2",2191.60646,35,1.8e+07
"2","2","3",10,2,"1",5,36.3,2,1,1,4,"1","1","4",4,"2",3859.35293,67,1.8e+07
"2","2","3",10,2,"1",4,36.3,2,1,1,4,"1","1","4",1,"5",5629.379778,67,1.2e+07
"2","2","3",18,4,"1",5,69.3,2,1,1,8,"1","3","4",2,"1",4918.43918,67,1.2e+07
"2","2","3",12,3,"4",5,75.9,2,1,1,10,"1","3","4",1,"1",4048.352988,35,4.2e+07
"2","2","3",12,3,"1",5,75.9,3,1,1,10,"1","3","4",3,"1",3572.91638,67,2.5e+07
"2","2","3",15,3,"4",5,75.9,2,1,1,9,"1","3","4",2,"2",4676.22218,67,2.5e+07
"2","2","3",6,4,"4",5,75.9,2,1,1,9,"1","3","5",2,"1",4049.451083,67,2.5e+07
"2","2","2",1,5,"2",3,75.9,3,1,1,6,"1","1","4",3,"3",2466.32388,67,2.5e+07
"2","2","3",2,4,"1",5,36.3,2,1,1,4,"1","1","4",1,"5",5720.71216,67,1.2e+07
"2","2","3",3,2,"1",3,36.3,1,0,1,8,"1","1","4",1,"5",5126.019823,67,1.2e+07
"2","2","1",1,5,"2",4,72.6,2,1,1,8,"4","1","3",3,"3",8141.96,67,2.5e+07
"2","2","1",1,6,"4",3,75.9,3,1,1,10,"2","1","3",3,"1",9771.28,45,2.5e+07
"2","2","1",2,5,"1",4,66,2,1,1,13,"1","3","4",3,"1",4333.98971,55,4.2e+07
"2","2","1",2,5,"1",3,99,3,1,1,15,"2","1","5",2,"1",9499.36,67,2.5e+07
"2","2","1",1,5,"3",3,125.4,3,1,1,6,"2","3","3",5,"2",7445.94,67,2.5e+07
"2","2","1",2,3,"1",6,33,1,0,1,7,"1","3","4",1,"1",5330.687049,25,1.8e+07
"2","2","1",1,5,"4",2,72.6,3,1,1,6,"5","3","3",1,"5",18899.48,67,1.2e+07
"2","2","1",1,5,"2",2,82.5,3,1,1,8,"2","3","3",2,"1",12427.74,45,5.4e+07
"2","2","1",1,5,"2",3,102.3,4,1,1,6,"2","1","3",4,"5",9999.19,45,4.2e+07
"2","2","3",1,4,"1",5,102.3,3,1,2,10,"1","1","4",4,"1",19269.7241,55,2.5e+07
"2","2","3",6,4,"1",4,112.2,3,1,2,10,"1","3","4",4,"1",9796.50278,35,2.5e+07
"2","2","3",6,3,"1",5,112.2,3,1,2,10,"1","3","5",3,"1",12752.65114,35,6.6e+07
"2","2","3",9,4,"4",4,115.5,3,1,2,12,"1","1","4",4,"3",11468.06606,55,4.2e+07
"2","2","1",1,5,"4",1,95.7,3,1,1,8,"5","3","3",3,"3",21690.16,67,5.4e+07
"2","2","1",1,5,"4",1,75.9,2,1,1,8,"2","1","3",2,"5",14178.98,67,2.5e+07
"2","2","3",5,4,"1",5,66,2,1,1,8,"1","3","4",4,"1",16915.57444,45,6.6e+07
"2","2","3",8,3,"1",5,66,2,1,1,8,"1","1","4",3,"5",5991.56817,45,1.2e+07
"2","2","3",8,2,"1",5,66,2,1,1,8,"1","3","4",2,"1",8550.29749,45,4.2e+07
"2","2","3",9,4,"1",4,52.8,2,1,1,6,"1","1","4",3,"1",7609.08447,35,1.2e+07
"2","2","1",1,5,"4",3,92.4,3,1,1,8,"2","1","3",3,"1",27611.06,45,1.8e+07
"2","2","1",2,3,"1",5,95.7,1,1,1,10,"2","1","5",1,"1",7386.997156,35,2.5e+07
"2","2","1",1,6,"2",3,99,3,1,1,12,"1","1","3",3,"5",6243.01,67,1.2e+07
"2","2","2",2,3,"1",5,79.2,3,1,1,10,"2","1","3",2,"2",10290.24,67,2.5e+07
"2","2","2",2,4,"1",3,79.2,3,1,1,12,"2","1","3",2,"5",14892.24,67,1.2e+07
"2","2","1",1,5,"2",3,89.1,3,1,1,8,"2","3","3",4,"1",7644.26,35,1.8e+07
"2","2","1",1,6,"3",4,89.1,3,1,1,16,"4","3","3",2,"5",22099.43,67,1.2e+07
"2","2","1",1,6,"2",4,82.5,3,1,1,8,"5","3","3",3,"1",34847.98,67,4.2e+07
"2","2","1",1,6,"1",2,89.1,4,1,2,8,"2","3","3",1,"5",5994.81,67,1.2e+07
"2","2","1",1,6,"2",1,59.4,2,1,1,4,"2","3","3",2,"5",6795.46,67,1.2e+07
"2","2","1",1,6,"1",4,75.9,3,1,1,8,"5","3","3",4,"3",9745.56,45,4.2e+07
"2","2","2",1,5,"4",3,39.6,2,1,1,3,"1","1","3",1,"2",2293.88,45,1.2e+07
"2","2","1",1,6,"1",6,33,1,0,1,4,"5","3","3",2,"1",20644.02,35,1.8e+07
"2","2","1",1,6,"1",3,75.9,3,1,2,8,"2","3","3",3,"3",6817.93,45,5.4e+07
"2","2","2",2,2,"1",4,75.9,3,1,1,13,"1","3","4",1,"2",4831.52,67,1.8e+07
"2","2","3",2,2,"1",4,79.2,2,1,1,8,"1","3","4",5,"3",10399.25,45,4.2e+07
"2","2","3",3,2,"1",4,79.2,3,1,2,12,"1","1","4",2,"1",7327.75,35,2.5e+07
"2","2","3",5,4,"1",4,79.2,3,1,2,16,"1","1","4",2,"1",16563.29,67,2.5e+07
"2","2","3",5,4,"1",4,79.2,3,1,1,8,"1","1","4",2,"3",5309.36,67,1.2e+07
"2","2","3",2,2,"1",4,95.7,3,1,1,12,"1","3","4",2,"3",4561.64,67,1.8e+07
"2","2","3",3,3,"1",4,56.1,2,1,1,4,"1","3","4",4,"2",4461.61,55,5.4e+07
"2","2","3",4,2,"1",4,56.1,2,1,1,7,"1","1","4",2,"1",8377.79,25,4.2e+07
"2","2","3",2,2,"1",4,56.1,2,1,1,7,"1","1","4",3,"1",9540.83,35,4.2e+07
"2","2","3",3,2,"1",4,56.1,2,1,1,7,"1","3","4",2,"1",6182.09,45,2.5e+07
"2","2","3",4,2,"1",4,56.1,2,1,1,4,"1","1","4",3,"1",6785.64,35,2.5e+07
"2","2","3",5,2,"1",4,56.1,2,1,1,8,"1","1","4",4,"1",10305.84,45,4.2e+07
"2","2","3",11,2,"1",4,79.2,3,1,1,8,"1","1","4",2,"1",4976.53,45,5.4e+07
"2","2","3",3,2,"1",4,79.2,3,1,1,7,"1","3","4",2,"1",5119.3,67,5.4e+07
"2","2","3",6,2,"1",4,79.2,3,1,1,14,"1","3","4",2,"1",14324.81,35,4.2e+07
"2","2","3",12,2,"1",4,79.2,3,1,1,14,"1","3","4",2,"5",7724.35,67,1.8e+07
"2","2","3",2,2,"3",4,79.2,3,1,1,14,"1","1","4",2,"1",6978.304788,55,2.5e+07
"2","2","3",20,4,"3",4,79.2,3,1,1,10,"1","1","4",2,"5",17786.82279,67,1.8e+07
"2","2","3",7,5,"1",5,112.2,3,1,2,17,"1","3","4",4,"1",14695.02,55,7.8e+07
"2","2","1",1,5,"3",5,33,2,1,1,8,"1","3","3",1,"2",4259.7,35,1.8e+07
"2","2","1",3,5,"3",5,138.6,4,1,2,8,"1","3","3",2,"1",7713.45,35,7.8e+07
"2","2","1",1,4,"3",5,33,1,1,1,7,"1","3","4",3,"1",4158.27,55,2.5e+07
"2","2","1",1,6,"1",4,23.1,1,1,1,2,"1","3","3",2,"5",2947.48,67,1.8e+07
"2","2","1",1,5,"1",2,75.9,3,1,1,10,"1","1","3",5,"2",4499.08,55,2.5e+07
"2","2","1",1,6,"2",3,33,1,1,1,8,"4","3","3",2,"3",19258.58,67,2.5e+07
"2","2","1",1,6,"2",3,82.5,3,1,1,15,"4","3","5",2,"3",21092.36,55,1.2e+07
"2","2","1",1,6,"3",2,115.5,4,1,1,10,"5","3","3",2,"3",13753.12,67,2.5e+07
"2","2","1",1,6,"1",4,85.8,3,1,1,12,"2","3","3",2,"3",10733.42,67,1.8e+07
"2","2","1",1,6,"1",5,99,3,1,1,18,"2","3","3",2,"5",14089.46,55,1.2e+07
"2","2","1",1,6,"1",5,99,3,1,1,16,"4","1","3",2,"3",16528.68,67,1.8e+07
"2","2","1",1,6,"1",3,66,2,1,1,17,"2","1","3",1,"5",13398.02,67,1.2e+07
"2","2","1",1,6,"1",4,66,3,1,1,15,"2","3","3",2,"3",17336.32,67,1.2e+07
"2","2","1",1,6,"1",4,59.4,2,1,1,11,"4","3","3",2,"3",3315.813429,67,1.2e+07
"2","2","1",1,6,"1",4,99,3,1,1,16,"4","1","3",5,"1",6396.133274,55,2.5e+07
"2","2","1",1,6,"4",4,99,3,1,2,12,"2","3","3",1,"5",13587.16,67,1.8e+07
"2","2","3",3,3,"2",3,79.2,3,1,2,7,"1","1","4",3,"1",11563.43,55,1.8e+07
"2","2","1",1,6,"3",3,105.6,4,1,2,7,"1","1","4",3,"1",8588.67,55,4.2e+07
"2","2","1",1,6,"3",4,59.4,2,1,1,3,"1","3","4",3,"3",10201.14,45,2.5e+07
"2","2","3",3,2,"1",4,75.9,3,1,1,8,"1","3","4",1,"5",7114.33,67,1.8e+07
"2","2","3",9,4,"1",4,75.9,3,1,1,8,"1","3","4",5,"1",12362.12,45,5.4e+07
"2","2","3",10,3,"1",4,75.9,3,1,1,8,"1","1","4",2,"5",6650.28,67,1.8e+07
"2","2","3",12,4,"1",4,75.9,3,1,1,8,"1","3","4",3,"1",11291.8,45,4.2e+07
"2","2","3",15,4,"1",4,75.9,3,1,1,8,"1","3","4",4,"1",10938.67,45,2.5e+07
"2","2","3",6,2,"1",4,75.9,3,1,1,8,"1","1","4",4,"1",10355.81,55,9e+07
"2","2","3",9,2,"1",4,79.2,3,1,1,8,"1","3","4",4,"3",14518.42,45,6.6e+07
"2","2","2",1,4,"1",4,62.7,3,1,1,8,"2","1","3",3,"1",9074.04,45,4.2e+07
"2","2","2",4,3,"1",4,62.7,3,1,1,10,"2","1","3",3,"1",8176.37,55,1.8e+07
"2","2","2",2,6,"1",4,62.7,3,1,1,7,"2","3","3",1,"1",4016.385084,35,5.4e+07
