,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
220,HS1115000001,HH13110213,1,1,3,3,4,2,4,115.5,3,1,1,13,3,3,4,4,1,9108.6,45,96000000
221,HS1115000002,HH13110214,1,1,3,5,5,1,5,115.5,3,1,1,12,3,3,4,4,1,10237.261796,55,66000000
222,HS1115000003,HH13110215,1,1,3,2,2,2,3,66.0,2,1,1,5,3,3,4,2,1,6309.43,45,42000000
223,HS1115000004,HH13110216,1,1,3,6,2,3,3,85.8,2,1,1,10,3,3,4,4,1,5023.2061608,35,90000000
224,HS1115000005,HH13110217,1,1,3,8,2,2,5,108.89999999999999,3,1,2,10,3,3,4,4,1,5877.694987,45,96000000
225,HS1115000006,HH13110218,1,1,1,1,5,2,4,39.599999999999994,2,1,1,3,1,1,4,2,3,6947.764603,55,25000000
226,HS1115000007,HH16110014,1,1,2,3,5,2,4,82.5,3,1,1,6,1,3,4,3,1,15876.28,55,18000000
227,HS1115000008,HH13110219,1,1,2,3,3,1,5,56.099999999999994,2,1,1,4,1,3,4,3,1,10778.596699,35,66000000
228,HS1115000009,HH13110220,1,1,1,2,5,1,3,82.5,2,1,1,10,1,3,4,4,3,10537.688475,45,42000000
229,HS1115000010,HH13110221,1,1,3,4,4,1,5,125.39999999999999,4,1,1,14,3,1,4,5,1,8526.1369855,55,54000000
230,HS1115000011,HH13110222,1,1,3,9,3,2,5,66.0,2,1,1,8,3,3,4,3,1,14459.466347,55,66000000
231,HS1115000012,HH13110223,1,1,3,10,3,2,4,115.5,4,1,2,12,3,1,4,4,3,4583.839863,67,25000000
232,HS1115000013,HH15110009,1,1,3,1,2,3,3,66.0,2,1,1,8,3,3,4,3,1,5376.9864987,55,42000000
233,HS1115000014,HH13110224,1,1,3,6,3,1,4,75.89999999999999,2,1,1,10,3,3,4,4,1,8729.1264089,45,78000000
234,HS1115000015,HH13110225,1,1,3,14,3,4,4,56.099999999999994,2,0,1,7,3,3,4,3,1,5924.03,35,42000000
235,HS1115000016,HH15110010,1,1,3,4,2,2,3,89.1,3,1,1,12,3,3,4,4,1,10638.633809,45,54000000
236,HS1116000001,HH13110034,1,1,3,11,2,2,5,108.89999999999999,3,1,2,12,1,3,4,4,1,12576.34,45,96000000
237,HS1116000002,HH15110002,1,1,2,2,5,2,5,82.5,3,1,1,8,1,3,4,4,3,15703.87,45,25000000
238,HS1116000003,HH13110035,1,1,3,7,4,1,5,79.19999999999999,3,1,2,10,1,1,4,2,4,4308.67,67,18000000
239,HS1116000004,HH13110036,1,1,3,5,4,1,5,118.8,3,1,2,14,1,1,4,5,3,7756.024905,45,25000000
240,HS1116000005,HH13110037,1,1,3,10,3,1,4,102.3,3,1,2,14,1,3,4,4,5,18709.66,55,66000000
241,HS1116000006,HH13110038,1,1,1,2,5,2,4,82.5,3,1,1,10,1,3,4,2,1,10966.854714,55,25000000
242,HS1116000007,HH14110004,1,1,2,4,5,1,5,102.3,3,1,1,10,1,1,4,3,1,14166.4,55,66000000
243,HS1116000008,HH14110005,1,1,2,4,5,2,3,69.3,3,1,1,8,1,3,4,4,1,21770.03,45,42000000
244,HS1116000009,HH15110003,1,1,2,5,4,2,5,132.0,3,1,2,10,1,3,4,5,1,15063.63,67,42000000
245,HS1116000010,HH13110039,1,1,2,4,2,1,5,112.19999999999999,3,1,2,4,1,3,4,4,3,19070.23,45,54000000
246,HS1116000011,HH13110040,1,1,3,4,2,1,4,66.0,2,1,1,4,1,3,4,2,1,6244.2,35,42000000
247,HS1116000012,HH13110041,1,1,2,1,4,3,5,69.3,2,1,1,6,1,3,4,1,4,6747.630952,55,18000000
248,HS1116000013,HH14110006,1,1,3,2,4,2,3,82.5,3,1,1,8,1,3,4,4,1,20300.6,35,42000000
249,HS1117000001,HH11110007,1,1,2,1,5,2,2,82.5,3,1,1,8,2,3,3,1,1,7285.625,35,25000000
250,HS1117000002,HH13110063,1,1,2,2,5,2,5,49.5,2,1,1,3,1,3,4,4,3,11525.91,45,66000000
251,HS1117000003,HH16110006,1,1,1,2,4,1,5,82.5,3,1,1,12,1,3,4,4,3,8214.07,67,96000000
252,HS1117000004,HH13110064,1,1,3,20,3,1,4,105.6,3,1,2,12,1,3,4,4,1,18265.17,45,66000000
253,HS1117000005,HH13110065,1,1,2,2,4,1,4,132.0,3,1,2,20,1,3,4,5,1,13328.96,45,42000000
254,HS1117000006,HH13110066,1,1,3,11,2,1,5,115.5,3,1,2,18,1,3,4,3,1,14233.152859,55,54000000
255,HS1117000007,HH15110005,1,1,3,19,4,1,5,112.19999999999999,3,1,2,20,1,3,4,3,1,12677.626648,45,90000000
256,HS1117000008,HH13110067,1,1,3,5,4,2,5,108.89999999999999,3,1,2,14,1,3,4,5,1,5167.69,35,54000000
257,HS1117000009,HH12110004,1,1,1,2,5,1,2,132.0,4,1,2,18,5,3,3,5,5,15088.44,45,25000000
258,HS1117000010,HH12110005,1,1,1,2,6,1,1,125.39999999999999,3,1,1,6,5,3,3,4,5,18914.19,55,25000000
259,HS1117000011,HH11110008,1,1,2,1,5,1,2,75.89999999999999,3,1,2,8,5,3,3,3,1,17389.88,45,18000000
260,HS1117000012,HH13110068,1,1,1,2,5,1,3,92.39999999999999,2,1,2,8,1,3,4,4,3,10462.85,55,54000000
261,HS1117000013,HH13110069,1,1,3,16,4,1,4,115.5,3,1,2,12,1,3,4,4,1,9352.32,67,96000000
262,HS1117000014,HH13110070,1,1,3,11,2,2,4,108.89999999999999,3,1,2,20,1,3,4,4,3,11372.6,45,96000000
263,HS1117000015,HH13110071,1,1,3,16,2,2,5,112.19999999999999,3,1,2,19,1,3,4,3,1,12681.963187,35,54000000
264,HS1117000016,HH13110072,1,1,3,1,5,3,5,82.5,3,1,1,8,1,3,4,3,1,2871.17,35,42000000
265,HS1117000017,HH13110073,1,1,3,2,2,3,4,82.5,3,1,1,8,1,3,4,3,1,3211.87,45,54000000
266,HS1117000018,HH13110074,1,1,3,1,5,3,4,82.5,3,1,1,8,1,1,4,4,1,7290.6,45,42000000
267,HS1118000001,HH13110075,1,1,2,1,5,1,3,99.0,3,1,1,14,1,3,4,3,1,14579.97,67,66000000
268,HS1118000002,HH12110006,1,1,1,2,5,2,4,46.199999999999996,2,1,1,6,1,3,4,5,1,8795.71,55,18000000
269,HS1118000003,HH13110076,1,1,1,3,5,3,4,99.0,4,1,1,8,1,3,4,4,1,17518.49,35,18000000
270,HS1118000004,HH13110077,1,1,1,2,5,2,4,112.19999999999999,3,1,2,14,1,1,4,3,3,7093.1072752,67,25000000
271,HS1118000005,HH11110009,1,1,2,2,5,3,2,49.5,1,1,1,3,1,1,4,4,5,11224.06075,67,54000000
272,HS1118000006,HH13110078,1,1,3,10,3,1,3,59.4,2,1,1,8,1,1,4,3,1,7194.92,35,25000000
273,HS1118000007,HH13110079,1,1,2,3,5,1,4,105.6,3,1,1,13,1,1,4,6,1,15287.74,45,54000000
274,HS1118000008,HH13110080,1,1,3,4,3,1,5,59.4,2,1,1,8,1,3,4,3,1,9859.37,35,42000000
275,HS1118000009,HH13110081,1,1,3,2,2,1,3,85.8,2,1,1,7,1,3,4,2,1,10694.16,35,25000000
276,HS1118000010,HH13110082,1,1,3,13,2,1,5,85.8,2,1,1,14,1,3,4,3,1,11702.28,45,54000000
277,HS1118000011,HH16110007,1,1,3,6,4,2,5,105.6,3,1,2,12,1,3,4,4,1,10438.48,67,90000000
278,HS1119000001,HH13110226,1,1,3,1,5,2,4,79.19999999999999,3,1,1,6,1,3,4,2,1,12211.14,45,66000000
279,HS1119000002,HH13110227,1,1,3,15,2,1,5,79.19999999999999,3,1,1,10,1,3,4,4,1,12265.857921,45,54000000
280,HS1119000003,HH13110228,1,1,3,6,2,1,5,125.39999999999999,3,1,2,16,1,3,4,2,1,9999.42,55,54000000
281,HS1119000004,HH13110229,1,1,3,14,4,2,3,92.39999999999999,3,1,2,15,1,3,4,5,1,8005.92,35,54000000
282,HS1119000005,HH13110230,1,1,3,11,3,3,5,181.5,3,1,2,26,3,1,4,3,1,16847.16153,45,96000000
283,HS1119000006,HH13110231,1,1,3,23,5,4,5,115.5,4,1,2,10,1,3,4,4,1,9488.279718,45,78000000
284,HS1119000007,HH13110232,1,1,3,7,4,4,5,115.5,4,1,2,10,1,3,4,4,3,14640.261137,45,66000000
285,HS1120000001,HH13110123,1,1,3,7,3,2,4,75.89999999999999,3,1,1,10,1,3,4,3,1,14571.193497,35,54000000
286,HS1120000002,HH14110025,1,1,1,1,5,1,2,79.19999999999999,2,1,1,10,2,3,3,4,3,13123.79,55,42000000
287,HS1120000003,HH14110026,1,1,2,3,4,1,2,42.9,1,1,1,7,2,3,3,3,1,18254.97,35,25000000
288,HS1120000004,HH14110027,1,1,1,1,5,3,1,33.0,1,1,1,4,5,1,3,3,3,19112.94,45,18000000
289,HS1120000005,HH14110028,1,1,2,1,5,3,1,59.4,2,1,1,4,5,3,3,4,3,19466.31,45,25000000
290,HS1120000006,HH13110124,1,1,3,11,4,1,5,79.19999999999999,3,1,2,8,1,3,4,1,1,6897.84,45,18000000
291,HS1120000007,HH16110010,1,1,1,1,5,2,4,66.0,2,1,1,4,1,1,4,3,1,4317.383111,55,25000000
292,HS1120000008,HH13110125,1,1,1,2,5,1,4,79.19999999999999,3,1,1,9,1,3,4,4,3,14436.68057,55,66000000
293,HS1120000009,HH13110126,1,1,1,1,6,1,2,108.89999999999999,4,1,2,12,1,3,4,5,1,20480.074688,45,90000000
294,HS1120000010,HH13110127,1,1,3,19,3,3,5,105.6,3,1,2,17,1,3,4,4,1,11608.81,35,78000000
295,HS1120000011,HH13110128,1,1,3,15,3,3,5,112.19999999999999,3,1,2,14,1,3,4,4,1,20460.18,55,54000000
296,HS1120000012,HH13110129,1,1,3,7,3,1,4,145.2,4,1,2,24,1,3,4,4,1,3582.25,55,66000000
297,HS1120000013,HH13110130,1,1,1,2,2,1,4,99.0,2,1,2,7,1,3,4,3,1,15378.664806,35,25000000
298,HS1120000014,HH13110131,1,1,1,2,3,2,4,82.5,3,1,1,12,1,1,4,2,1,9222.766168,67,18000000
299,HS1120000015,HH13110132,1,1,1,1,6,1,4,66.0,2,1,1,8,1,3,4,3,1,4564.282297,35,25000000
300,HS1120000016,HH13110133,1,1,2,4,5,2,5,108.89999999999999,3,1,2,11,1,3,4,5,1,11411.525537,45,42000000
301,HS1120000017,HH13110134,1,1,2,3,3,2,6,99.0,3,1,2,12,1,3,5,4,4,12368.749005,35,25000000
302,HS1120000018,HH13110135,1,1,1,2,4,4,3,59.4,2,1,1,4,1,2,4,3,1,17020.471707,35,42000000
303,HS1120000019,HH11110010,1,1,1,1,5,3,2,49.5,2,1,1,3,1,3,4,2,1,11687.688868,67,25000000
304,HS1120000020,HH13110136,1,1,1,2,5,2,3,82.5,3,1,1,8,1,3,4,6,1,12422.301466,45,78000000
305,HS1120000021,HH11110011,1,1,2,1,5,3,1,39.599999999999994,2,1,1,5,2,1,3,1,1,12049.02,55,12000000
306,HS1121000001,HH13110042,1,1,1,2,5,3,5,85.8,3,1,1,6,1,3,4,4,1,10436.88,45,42000000
307,HS1121000002,HH16110004,1,1,3,21,3,1,5,105.6,3,1,2,12,1,3,5,2,1,13219.75,67,78000000
308,HS1121000003,HH13110043,1,1,3,6,2,1,5,99.0,3,1,2,18,1,3,4,4,1,10885.85,35,25000000
309,HS1121000004,HH13110044,1,1,3,13,2,1,5,85.8,3,1,1,6,1,3,4,2,5,13675.63,55,42000000
310,HS1121000005,HH13110045,1,1,3,7,4,1,5,85.8,3,1,1,10,1,3,4,4,1,9752.709645,45,42000000
311,HS1121000006,HH13110046,1,1,3,5,2,2,5,85.8,3,1,1,6,1,3,4,3,1,11159.07,55,78000000
312,HS1121000007,HH13110047,1,1,3,8,2,2,5,85.8,3,1,1,8,1,1,4,4,2,9000.3714441,55,42000000
313,HS1121000008,HH16110005,1,1,3,8,2,1,4,105.6,3,1,2,8,1,3,4,4,1,11799.936853,67,96000000
314,HS1121000009,HH13110048,1,1,2,2,4,2,4,33.0,1,1,1,7,2,2,3,1,4,5585.68,35,18000000
315,HS1121000010,HH15110004,1,1,1,1,5,1,6,115.5,4,1,2,10,1,3,4,5,3,16793.91,67,66000000
316,HS1121000011,HH13110049,1,1,1,2,5,2,5,105.6,3,1,1,10,1,3,4,5,3,23392.25,45,78000000
317,HS1121000012,HH13110050,1,1,3,7,4,2,5,148.5,4,1,2,24,1,3,4,4,1,15341.279097,45,78000000
318,HS1121000013,HH13110051,1,1,3,7,4,3,5,79.19999999999999,3,1,2,8,1,3,4,3,1,7870.502993,45,66000000
319,HS1121000014,HH12110001,1,1,2,1,5,3,3,23.099999999999998,1,0,1,3,1,1,4,2,3,11501.476954,55,18000000
320,HS1121000015,HH12110002,1,1,1,1,5,3,3,79.19999999999999,3,1,1,6,1,3,4,5,5,13173.3,67,66000000
321,HS1121000016,HH12110003,1,1,1,1,5,4,3,89.1,3,1,1,6,1,1,4,4,5,3754.89248,45,12000000
322,HS1121000017,HH13110052,1,1,3,15,5,2,5,69.3,2,1,1,18,1,3,4,3,1,14031.14,45,66000000
323,HS1121000018,HH13110053,1,1,2,4,5,2,5,82.5,3,1,1,12,1,3,4,4,1,8451.090788,45,54000000
324,HS1121000019,HH13110054,1,1,2,2,3,1,5,89.1,3,1,1,8,1,1,4,4,3,14971.963708,45,54000000
325,HS1122000001,HH13110153,1,1,3,21,2,1,5,115.5,3,1,2,18,1,3,4,3,3,17031.78,55,96000000
326,HS1122000002,HH13110154,1,1,2,4,2,2,5,99.0,3,1,1,12,1,1,4,4,1,17127.370213,55,54000000
327,HS1122000003,HH13110155,1,1,3,4,2,2,6,85.8,3,1,1,10,3,3,4,4,3,12907.436671,45,66000000
328,HS1122000004,HH13110156,1,1,3,3,3,2,4,72.6,3,1,1,12,3,2,4,2,3,18823.393386,67,42000000
329,HS1122000005,HH13110157,1,1,1,3,3,2,4,59.4,2,1,1,4,1,2,4,4,3,7028.520001,35,66000000
330,HS1122000006,HH13110158,1,1,3,3,4,1,5,75.89999999999999,3,1,2,7,1,3,4,4,1,12016.82,45,42000000
331,HS1122000007,HH13110159,1,1,3,3,2,1,5,105.6,3,1,2,12,1,3,4,3,3,9234.29,55,78000000
332,HS1122000008,HH13110160,1,1,3,7,5,1,5,95.69999999999999,3,1,2,15,1,3,4,4,1,10386.102042,45,66000000
333,HS1122000009,HH13110161,1,1,3,2,2,3,5,105.6,3,1,2,19,1,3,4,3,1,12918.68,45,54000000
334,HS1122000010,HH13110162,1,1,3,7,2,2,4,82.5,2,1,1,7,3,3,4,4,3,12503.474311,55,54000000
335,HS1122000011,HH13110163,1,1,3,8,2,3,4,108.89999999999999,3,1,1,15,3,3,4,3,1,15252.927641,45,78000000
336,HS1122000012,HH13110164,1,1,3,2,5,1,5,141.9,3,1,2,16,1,3,4,4,1,19761.04714,45,78000000
337,HS1122000013,HH13110165,1,1,3,1,5,1,5,72.6,3,1,1,8,1,3,4,4,1,17001.667661,45,78000000
338,HS1122000014,HH13110166,1,1,3,6,5,1,5,72.6,2,1,1,6,1,3,4,4,1,18281.32,45,54000000
339,HS1122000015,HH13110167,1,1,3,2,4,1,6,82.5,3,1,2,10,1,3,4,4,1,13106.435,35,42000000
340,HS1122000016,HH13110168,1,1,1,1,5,1,4,66.0,2,1,1,8,1,1,4,3,1,7955.460669,55,66000000
341,HS1122000017,HH13110169,1,1,1,1,5,1,1,72.6,3,1,1,8,1,1,4,3,3,10693.498657,55,25000000
342,HS1122000018,HH13110170,1,1,3,10,4,1,4,115.5,3,1,1,10,3,3,4,3,1,11368.43485,45,96000000
343,HS1123000001,HH13110001,1,1,3,3,2,1,4,108.89999999999999,3,1,1,11,3,1,4,4,1,7077.07,55,66000000
344,HS1123000002,HH13110002,1,1,3,4,2,1,3,42.9,2,1,1,8,1,3,4,3,1,6384.822947,45,54000000
345,HS1123000003,HH13110003,1,1,2,1,5,1,4,62.699999999999996,2,1,1,6,1,3,4,3,1,10125.631868,45,25000000
346,HS1123000004,HH13110004,1,1,2,0,5,1,3,59.4,2,1,1,6,1,3,4,4,3,6793.7721501,55,54000000
347,HS1123000005,HH13110005,1,1,1,3,2,1,5,33.0,1,1,1,4,1,3,4,2,1,2801.553477,35,66000000
348,HS1123000006,HH13110006,1,1,3,10,4,2,5,105.6,3,1,2,10,1,3,4,1,1,10296.14572,45,25000000
349,HS1123000007,HH13110007,1,1,3,13,4,1,4,115.5,4,1,2,14,3,3,4,4,1,7733.1058193,45,66000000
350,HS1123000008,HH13110008,1,1,3,18,4,1,5,168.29999999999998,4,1,2,16,3,3,4,4,1,5464.4,55,66000000
351,HS1123000009,HH13110009,1,1,3,6,2,2,5,141.9,4,1,2,18,3,3,4,4,1,6756.1545079,55,78000000
352,HS1123000010,HH13110010,1,1,3,10,2,2,5,108.89999999999999,3,1,2,18,3,3,4,4,3,8325.3901317,55,66000000
353,HS1123000011,HH15110001,1,1,2,5,3,1,5,112.19999999999999,3,1,2,12,1,3,4,4,4,16281.77,67,54000000
354,HS1123000012,HH13110011,1,1,3,18,3,3,5,102.3,3,1,2,12,1,3,4,4,3,12528.57,55,54000000
355,HS1123000013,HH13110012,1,1,1,1,6,1,5,42.9,2,1,1,4,1,3,4,1,1,4864.108784,35,42000000
356,HS1123000014,HH11110001,1,1,1,1,5,3,2,105.6,4,1,2,7,2,3,3,2,1,9749.06,35,25000000
357,HS1123000015,HH13110013,1,1,3,10,2,3,4,102.3,3,1,2,12,3,3,4,2,1,6963.6154608,55,25000000
358,HS1123000016,HH13110014,1,1,2,4,5,1,4,165.0,5,1,2,16,1,1,4,4,1,15983.417167,45,54000000
359,HS1124000001,HH13110201,1,1,3,11,2,2,5,112.19999999999999,3,1,2,10,1,3,4,4,3,13913.21,55,66000000
360,HS1124000002,HH13110202,1,1,1,2,4,2,4,49.5,2,1,1,8,1,3,4,2,1,4115.939909,35,42000000
361,HS1124000003,HH12110017,1,1,2,2,3,2,2,56.099999999999994,2,1,1,7,5,3,3,2,5,13944.6,55,25000000
362,HS1124000004,HH12110018,1,1,1,1,5,4,2,56.099999999999994,2,1,1,7,5,1,3,5,5,14693.16,45,54000000
363,HS1124000005,HH12110019,1,1,1,2,5,4,1,26.4,1,0,1,3,5,3,3,4,1,18492.99,45,66000000
364,HS1124000006,HH12110020,1,1,2,2,4,4,2,39.599999999999994,2,0,1,6,5,1,3,5,1,15706.91,55,42000000
365,HS1124000007,HH13110203,1,1,2,2,3,2,5,108.89999999999999,3,1,2,12,1,3,4,4,1,12669.92,45,96000000
366,HS1124000008,HH13110204,1,1,3,11,2,3,5,102.3,3,1,2,16,3,3,4,4,1,7663.29,45,78000000
367,HS1124000009,HH13110205,1,1,3,28,4,2,5,108.89999999999999,3,1,2,10,3,3,4,3,3,12917.957806,67,54000000
368,HS1124000010,HH13110206,1,1,3,25,2,2,5,108.89999999999999,3,1,2,12,3,3,4,4,1,8522.38,45,78000000
369,HS1124000011,HH13110207,1,1,3,8,3,2,4,108.89999999999999,3,1,2,12,1,3,4,4,1,11073.2,45,90000000
370,HS1124000012,HH12110021,1,1,3,2,3,2,4,66.0,2,1,1,8,1,3,4,3,5,10820.36,55,25000000
371,HS1124000013,HH11110019,1,1,2,2,5,1,4,148.5,4,1,2,7,1,3,4,4,2,11579.18,45,25000000
372,HS1124000014,HH12110022,1,1,2,1,5,3,4,99.0,3,1,2,4,1,1,4,4,5,7807.19,45,25000000
373,HS1124000015,HH12110023,1,1,2,4,5,1,1,39.599999999999994,2,0,1,6,5,3,3,2,5,17768.5,45,18000000
374,HS1124000016,HH14110042,1,1,3,1,5,2,4,82.5,2,1,1,6,1,3,5,3,3,14447.72,55,42000000
375,HS1124000017,HH12110024,1,1,2,1,5,1,3,122.1,4,1,2,8,1,3,4,3,5,14690.65,35,42000000
376,HS1124000018,HH14110043,1,1,1,2,5,1,5,82.5,2,1,1,6,1,3,4,2,3,14958.59,45,54000000
377,HS1124000019,HH13110208,1,1,2,0,5,1,4,82.5,3,1,1,12,1,3,4,4,1,17945.265639,45,66000000
378,HS1124000020,HH13110209,1,1,3,15,5,2,4,92.39999999999999,3,1,2,10,3,3,4,3,1,15776.987169,35,25000000
379,HS1124000021,HH13110210,1,1,3,15,2,1,5,85.8,3,1,2,6,1,1,4,4,5,9371.3278563,55,42000000
380,HS1124000022,HH13110211,1,1,1,2,5,1,4,82.5,3,1,1,16,1,3,4,3,3,16634.43,35,96000000
381,HS1124000023,HH13110212,1,1,3,9,4,2,4,79.19999999999999,2,1,1,14,1,3,4,3,1,10619.77,45,66000000
382,HS1125000001,HH13110015,1,1,3,9,5,1,4,115.5,4,1,1,20,1,3,4,4,1,13157.163862,45,54000000
383,HS1125000002,HH16110001,1,1,3,16,4,2,6,181.5,4,1,2,10,3,3,4,6,3,15146.555028,45,96000000
384,HS1125000003,HH13110016,1,1,3,12,2,1,4,125.39999999999999,3,1,2,16,1,3,4,4,1,9695.141804,45,66000000
385,HS1125000004,HH13110017,1,1,3,9,3,3,4,105.6,3,1,2,11,1,3,4,4,3,14993.283955,55,42000000
386,HS1125000005,HH13110018,1,1,3,2,5,4,3,82.5,3,1,1,8,1,1,4,4,1,5528.629232,55,54000000
387,HS1125000006,HH13110019,1,1,3,8,3,3,5,102.3,3,1,1,12,3,3,4,4,5,6246.20269,45,90000000
388,HS1125000007,HH13110020,1,1,3,14,2,2,5,145.2,4,1,2,16,1,1,4,4,1,11881.771257,45,54000000
389,HS1125000008,HH13110021,1,1,3,19,3,2,5,82.5,3,1,1,8,1,3,4,4,1,7228.663368,45,66000000
390,HS1125000009,HH16110002,1,1,3,1,4,3,3,112.19999999999999,3,1,1,8,3,3,4,4,1,12047.815014,67,66000000
391,HS1125000010,HH16110003,1,1,1,1,4,1,5,82.5,2,1,1,2,1,1,4,2,2,3681.6534081,45,25000000
392,HS1125000011,HH13110022,1,1,1,2,5,1,3,85.8,3,1,1,8,1,3,4,3,3,10485.341365,45,42000000
393,HS1125000012,HH13110023,1,1,1,2,5,1,4,89.1,3,1,1,8,1,3,4,4,1,5612.67,67,90000000
394,HS1125000013,HH13110024,1,1,3,7,4,3,5,89.1,3,1,2,15,1,3,4,4,1,12556.98,45,66000000
395,HS1125000014,HH13110025,1,1,3,7,4,2,4,79.19999999999999,3,1,1,10,1,3,4,4,1,7189.12,45,66000000
396,HS1125000015,HH13110026,1,1,3,24,2,2,5,79.19999999999999,3,1,1,8,1,3,4,4,3,5959.87,35,66000000
397,HS1125000016,HH13110027,1,1,1,2,5,1,3,66.0,2,1,1,8,1,3,4,2,1,12868.996004,55,54000000
398,HS1125000017,HH13110028,1,1,3,4,2,2,5,108.89999999999999,3,1,1,16,1,3,4,4,3,10253.642298,55,78000000
399,HS1125000018,HH13110029,1,1,2,4,5,3,5,99.0,3,1,2,4,1,3,4,3,1,15481.797862,55,66000000
400,HS2103000001,HH14210002,3,1,1,1,5,2,3,33.0,1,0,1,6,1,1,3,1,1,2594.86,45,18000000
401,HS2103000002,HH12210004,3,1,1,2,5,4,3,82.5,3,1,1,7,2,3,3,5,1,7285.72,45,54000000
402,HS2103000003,HH13210006,3,1,2,1,5,1,4,66.0,2,1,1,6,1,3,4,4,3,10851.36,35,54000000
403,HS2103000004,HH13210007,3,1,1,1,4,1,2,66.0,2,1,1,8,1,3,4,5,1,14487.531906,45,54000000
404,HS2103000005,HH12210005,3,1,1,2,5,3,4,122.1,3,1,1,14,2,3,3,4,1,10997.4,55,42000000
405,HS2104000001,HH14210013,3,1,3,15,5,1,4,39.599999999999994,2,1,1,6,1,3,4,2,5,10576.86,67,18000000
406,HS2104000002,HH13210032,3,1,3,14,4,1,5,79.19999999999999,2,1,1,6,1,3,4,4,1,11166.7,45,42000000
407,HS2104000003,HH13210033,3,1,3,1,5,1,5,79.19999999999999,2,1,1,6,1,3,4,3,1,9155.21,45,54000000
408,HS2104000004,HH13210034,3,1,3,4,4,1,5,79.19999999999999,2,1,1,6,1,3,4,4,3,11408.12,45,42000000
409,HS2104000005,HH13210035,3,1,3,4,4,1,5,79.19999999999999,2,1,1,6,1,1,4,4,1,11095.03,45,42000000
410,HS2104000006,HH13210036,3,1,3,8,4,1,5,79.19999999999999,2,1,1,6,1,3,4,5,1,10258.84,55,54000000
411,HS2104000007,HH14210014,3,1,3,15,5,1,4,72.6,2,1,1,6,1,3,4,4,1,9255.32,45,25000000
412,HS2104000008,HH12210026,3,1,1,1,5,2,2,79.19999999999999,3,1,2,8,4,3,3,1,1,15178.96,55,42000000
413,HS2104000009,HH11210043,3,1,1,1,5,2,3,62.699999999999996,1,1,1,3,2,3,3,4,1,11283.5,45,42000000
414,HS2104000010,HH11210044,3,1,1,1,5,2,2,105.6,4,1,2,5,2,3,3,2,1,7604.96,55,42000000
415,HS2104000011,HH11210045,3,1,1,2,5,3,1,95.69999999999999,3,1,2,10,2,3,3,4,1,6211.1,55,42000000
416,HS2104000012,HH11210046,3,1,1,2,5,3,2,66.0,2,1,1,6,2,3,3,4,1,10572.14,45,42000000
417,HS2104000013,HH12210027,3,1,3,1,4,1,2,79.19999999999999,2,1,1,10,1,1,4,4,1,10620.78,55,25000000
418,HS2104000014,HH12210028,3,1,1,1,6,1,2,49.5,2,1,1,6,2,1,3,2,3,6975.72,55,25000000
419,HS2104000015,HH13210037,3,1,3,13,4,1,4,105.6,3,1,2,14,1,1,4,5,1,11583.35,55,42000000
420,HS2105000001,HH12210007,3,1,3,3,4,2,3,82.5,2,1,1,6,1,3,4,4,1,12872.086444,45,42000000
421,HS2105000002,HH13210008,3,1,1,1,5,1,2,122.1,2,1,1,6,1,3,4,4,1,7673.4135627,55,54000000
422,HS2105000003,HH12210008,3,1,1,1,5,3,3,89.1,2,1,1,6,2,3,3,2,3,10389.174375,55,25000000
423,HS2105000004,HH12210009,3,1,3,2,4,1,5,33.0,1,0,1,4,1,3,4,1,2,6558.4070452,45,18000000
424,HS2105000005,HH12210010,3,1,3,5,5,3,4,42.9,2,1,1,5,1,1,4,2,1,8461.8,25,12000000
425,HS2105000006,HH12210011,3,1,2,1,5,3,5,138.6,4,1,1,14,2,3,3,2,1,8637.2817126,35,42000000
426,HS2105000007,HH12210012,3,1,1,1,5,3,2,36.3,1,1,0,7,2,3,3,4,3,7430.51,45,25000000
427,HS2105000008,HH13210009,3,1,1,1,6,2,4,105.6,2,1,1,10,1,3,4,3,1,6910.0551277,35,54000000
428,HS2105000009,HH12210013,3,1,1,1,5,3,2,59.4,2,1,1,7,4,3,3,2,1,3949.8397825,67,25000000
429,HS2105000010,HH13210010,3,1,3,7,4,1,5,108.89999999999999,3,1,2,10,1,3,4,3,1,5813.2517702,45,42000000
430,HS2105000011,HH11210018,3,1,1,1,6,2,3,89.1,3,1,1,12,2,3,3,4,1,7615.7610806,45,54000000
431,HS2105000012,HH16210002,3,1,1,1,6,2,3,79.19999999999999,3,1,1,6,1,3,4,4,1,8960.2199662,55,54000000
432,HS2105000013,HH13210011,3,1,3,3,4,2,4,72.6,3,1,1,7,1,3,4,4,1,9056.5198655,45,42000000
433,HS2105000014,HH13210012,3,1,3,6,4,2,5,102.3,3,1,2,7,1,3,4,5,3,6540.4217111,55,42000000
434,HS2105000015,HH11210019,3,1,3,19,5,2,4,89.1,3,1,1,12,1,3,4,4,1,8746.6683286,45,42000000
435,HS2105000016,HH12210014,3,1,3,19,4,2,4,105.6,3,1,1,8,1,3,4,4,1,9363.3158749,45,42000000
